Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -0.30, -0.38, 1.59, 152.25, 25.97, -32.06
33:0:72, -0.80, -0.20, 1.21, 87.22, 62.02, 14.14
33:0:72, -1.51, -0.12, 1.43, 16.66, 129.01, 2.87
33:0:72, -2.02, -0.22, 0.89, 47.95, 140.28, 24.85
33:0:72, -2.74, -0.37, 0.81, 6.72, 107.17, 17.08
33:0:72, -3.11, -0.26, 1.33, -76.65, 97.65, 17.64
33:0:72, -1.35, -0.67, 0.61, -103.88, 39.55, 18.41
33:0:72, -0.17, -0.49, 0.22, -36.54, 97.86, 15.12
33:0:72, 0.09, -0.31, 0.11, 6.44, 146.09, -4.13
33:0:72, 0.04, -0.63, 0.82, 26.11, 117.18, -27.16
33:0:72, -0.20, -0.60, 0.81, 14.98, 128.03, -38.15
33:0:72, -0.56, -0.55, 0.30, 9.80, 132.37, -41.23
33:0:72, -0.67, -0.53, 0.27, 27.16, 137.13, -40.04
33:0:72, -0.70, -0.39, 0.40, 37.17, 141.40, -31.57
33:0:72, -0.80, -0.29, 0.42, 54.32, 153.65, -30.24
33:0:72, -0.94, -0.24, 0.40, 63.07, 161.07, -27.72
33:0:72, -1.06, -0.20, 0.34, 70.14, 167.02, -22.19
33:0:72, -1.07, -0.14, 0.28, 77.84, 171.57, -17.85
33:0:72, -1.08, -0.11, 0.22, 81.41, 169.47, -20.37
33:0:72, -1.11, -0.06, 0.26, 73.71, 162.26, -21.98
33:0:72, -1.10, -0.01, 0.24, 60.13, 154.77, -21.98
33:0:72, -1.01, -0.01, 0.23, 34.02, 144.27, -18.06
33:0:72, -0.91, -0.03, 0.24, 19.88, 137.83, -15.82
33:0:72, -0.84, 0.02, 0.25, 20.23, 133.35, -31.22
33:0:72, -0.81, -0.01, 0.28, 13.51, 128.45, -40.81
33:0:72, -0.81, -0.05, 0.26, 14.00, 128.03, -47.88
33:0:72, -0.78, -0.10, 0.23, 19.11, 124.60, -47.81
33:0:72, -0.75, -0.11, 0.20, 36.26, 123.48, -50.05
33:0:72, -0.79, -0.12, 0.14, 47.39, 126.98, -49.35
33:0:72, -0.79, -0.12, 0.13, 46.76, 126.14, -42.14
33:0:72, -0.91, 0.00, 0.06, 29.26, 120.61, -39.20
33:0:72, -0.99, 0.13, -0.04, -13.30, 99.75, -38.85
33:0:72, -1.13, 0.19, -0.09, -55.93, 68.95, -42.21
33:0:72, -1.25, 0.13, 0.08, -92.05, 46.76, -37.38
33:0:72, -1.29, 0.02, 0.29, -112.35, 48.65, -25.41
33:0:72, -1.11, -0.14, 0.27, -105.00, 44.03, -16.38
33:0:72, -0.94, -0.04, 0.23, -127.47, 40.53, -10.71
33:0:72, -0.89, -0.07, 0.18, -148.68, 32.48, -1.89
33:0:72, -0.82, -0.23, 0.21, -140.42, 34.30, 2.31
33:0:72, -0.75, -0.31, 0.18, -123.69, 46.34, 18.97
33:0:72, -0.71, -0.40, 0.17, -106.47, 57.05, 29.47
33:0:72, -0.62, -0.45, 0.27, -64.19, 67.06, 29.82
33:0:72, -0.64, -0.41, 0.22, -60.55, 76.65, 26.25
33:0:72, -0.72, -0.50, 0.18, -71.19, 72.59, 22.96
33:0:72, -0.74, -0.44, 0.19, -73.01, 76.09, 21.70
33:0:72, -0.82, -0.41, 0.23, -51.45, 76.44, 16.10
33:0:72, -0.87, -0.40, 0.26, -35.21, 78.12, 9.80
33:0:72, -0.98, -0.39, 0.19, -13.65, 82.25, 12.25
33:0:72, -1.09, -0.36, 0.12, -12.32, 80.22, 14.56
33:0:72, -1.14, -0.26, 0.02, -14.21, 71.19, 8.12
33:0:72, -1.16, -0.21, 0.04, -14.35, 60.27, 0.91
